,chern_simons,cusp_volume,hyperbolic_adjoint_torsion_degree,hyperbolic_torsion_degree,injectivity_radius,longitudinal_translation,meridinal_translation_imag,meridinal_translation_real,short_geodesic_imag_part,short_geodesic_real_part,Symmetry_0,Symmetry_D3,Symmetry_D4,Symmetry_D6,Symmetry_D8,Symmetry_Z/2 + Z/2,volume,signature
210612,-0.196169912815094,12.64417609768907,0,10,0.591439425945282,10.22497272491455,1.2365975379943848,0.2024313956499099,-2.4167187213897705,1.2255985736846924,0.0,0.0,0.0,0.0,0.0,1.0,10.999980926513672,0
96795,0.2033635377883911,12.797369273934123,0,10,0.5746758580207825,11.563040733337402,1.1067477464675903,-0.6723600029945374,1.8059203624725344,1.149351716041565,0.0,0.0,0.0,0.0,0.0,0.0,13.242476463317873,-2
111166,-0.2180032283067703,6.305439751631013,15,10,0.3710027635097503,15.119484901428224,0.4170406460762024,-1.4332928657531738,2.957801103591919,0.7420055270195007,0.0,0.0,0.0,0.0,0.0,0.0,5.904085636138916,-4
183638,-0.0569751895964145,21.60010790353499,0,18,0.5505012273788452,21.85348892211914,0.988405466079712,-0.8642446398735046,-2.6653294563293457,1.1010024547576904,1.0,0.0,0.0,0.0,0.0,0.0,28.13393211364746,-4
127326,0.0709288790822029,7.555427625188713,9,6,0.1931420862674713,5.5979204177856445,1.349684715270996,0.3110894560813904,1.2136307954788208,0.3862841725349426,0.0,0.0,0.0,0.0,0.0,0.0,8.383563041687012,0
195643,-0.1954082399606704,14.226942616036467,0,10,0.616365909576416,13.243209838867188,1.0742820501327517,0.7536590099334717,-2.40566349029541,1.3056284189224243,0.0,0.0,0.0,0.0,0.0,1.0,11.563177108764648,2
191242,0.0418859086930751,8.633753753680821,3,2,0.5418837666511536,5.269216537475586,1.6385270357131958,-0.0140421576797962,-2.755117893218994,1.0837675333023071,0.0,0.0,0.0,0.0,0.0,1.0,7.803494453430176,0
91496,-0.2474149167537689,11.45931080030914,0,6,0.4299558699131012,9.19404411315918,1.2463841438293457,-0.1422053575515747,-2.7243947982788086,0.8599117398262024,0.0,0.0,0.0,0.0,0.0,1.0,10.032546997070312,0
149196,0.1101731285452842,15.36512194904958,0,10,0.5556679964065552,11.80427360534668,1.3016575574874878,-0.6048570275306702,2.994311809539795,1.1113359928131104,0.0,0.0,0.0,0.0,0.0,1.0,13.593120574951172,-2
161181,-0.0802057534456253,19.7327980231496,0,14,0.5965027213096619,15.729777336120604,1.2544867992401123,-0.1629310548305511,2.9548656940460205,1.3791015148162842,1.0,0.0,0.0,0.0,0.0,0.0,22.23899269104004,0
80260,0.095207430422306,18.64493523472902,0,10,0.5631393790245056,13.933436393737791,1.3381433486938477,0.054564218968153,-2.814112901687622,1.1262787580490112,1.0,0.0,0.0,0.0,0.0,0.0,21.076122283935547,0
99570,-0.1478908061981201,15.536667455548468,0,10,0.541350781917572,15.516780853271484,1.0012816190719604,0.8979805707931519,2.781735181808472,1.082701563835144,0.0,0.0,0.0,0.0,0.0,1.0,14.232738494873049,4
121756,-0.050661377608776,12.40023153551772,9,6,0.3759014904499054,9.63345432281494,1.2872051000595093,0.2865843474864959,2.713889837265014,0.7518029808998108,0.0,0.0,0.0,0.0,0.0,0.0,12.731244087219238,0
124656,0.1371134221553802,20.201684731799787,0,14,0.3185833394527435,14.344782829284668,1.408294916152954,0.4745316505432129,-2.669102191925049,0.6371666789054871,1.0,0.0,0.0,0.0,0.0,0.0,18.748233795166016,2
83412,0.2129185199737548,5.523746345654814,15,10,0.1295361369848251,15.463793754577637,0.3572051227092743,-1.31042218208313,-2.1467185020446777,0.2590722739696502,0.0,0.0,0.0,0.0,0.0,1.0,4.935242652893066,-4
198371,0.0519930496811866,11.269589832488236,9,6,0.5836825966835022,10.464149475097656,1.076971411705017,0.6040138602256775,2.996375799179077,1.345331788063049,0.0,0.0,0.0,0.0,0.0,1.0,9.21780014038086,2
31424,0.034781314432621,15.716041606455065,0,10,0.2540689408779144,15.294160842895508,1.027584433555603,-0.7388007640838623,-2.5303823947906494,0.5081378817558289,0.0,0.0,0.0,0.0,0.0,0.0,16.692472457885742,-2
73956,-0.1328644603490829,11.91053931990973,0,10,0.6608060002326965,8.245079040527344,1.444563388824463,-0.0085229352116584,-1.810321807861328,1.321612000465393,1.0,0.0,0.0,0.0,0.0,0.0,12.788884162902832,0
86126,-0.0437831245362758,17.611060004171577,0,10,0.6568301916122437,17.51180648803711,1.005667805671692,-0.9885500073432922,2.7144296169281006,1.656049728393555,1.0,0.0,0.0,0.0,0.0,0.0,15.794506072998049,-4
58545,0.239357441663742,18.58576626790364,0,10,0.5929945111274719,15.48117733001709,1.2005395889282229,0.3715800940990448,-2.960724353790283,1.518473744392395,0.0,0.0,0.0,0.0,0.0,0.0,18.92135429382324,2
9889,-0.2418045997619629,8.895761782623822,9,6,0.6412827372550964,8.019044876098633,1.109329342842102,-0.8078315854072571,2.944899797439575,1.341288685798645,0.0,0.0,0.0,0.0,0.0,1.0,6.783713340759277,-2
50872,-0.0637072026729583,16.148234352542204,0,14,0.3147812485694885,17.040771484375,0.9476234316825868,-1.125295877456665,-2.6210172176361084,0.629562497138977,1.0,0.0,0.0,0.0,0.0,0.0,14.940677642822266,-4
94263,-0.1617335230112075,7.601764235502856,15,10,0.5457605719566345,20.399738311767575,0.3726402819156647,1.5580161809921265,2.929138660430908,1.091521143913269,0.0,0.0,0.0,0.0,0.0,1.0,6.770816802978516,6
147020,0.1140550300478935,14.982838336629811,0,10,0.1925975382328033,18.20392608642578,0.8230553269386292,1.1037946939468384,-2.3142335414886475,0.3851950764656067,0.0,0.0,0.0,0.0,0.0,1.0,15.177204132080078,6
85614,-0.0897211953997612,16.849905781370126,0,10,0.4709998369216919,15.18686866760254,1.1095049381256104,0.8906834721565247,-2.968951463699341,0.9419996738433838,0.0,0.0,0.0,0.0,0.0,0.0,17.700056076049805,4
36062,0.0198338143527507,16.27573862505983,0,10,0.5425795316696167,16.693979263305664,0.9749466180801392,-0.813686728477478,2.841654062271118,1.0851590633392334,0.0,0.0,0.0,0.0,0.0,0.0,15.601058959960938,-4
35584,0.0434004366397857,17.292677830714865,0,10,0.645704448223114,17.95632553100586,0.9630410075187684,0.9926447868347168,-2.3922297954559326,1.565635323524475,0.0,0.0,0.0,0.0,0.0,1.0,14.693360328674316,4
111645,-0.0646322593092918,10.823191672491362,0,10,0.3202112317085266,15.112984657287598,0.7161518335342407,-1.139298439025879,-2.308722734451294,0.6404224634170532,0.0,0.0,0.0,0.0,0.0,1.0,9.675141334533691,-4
124692,-0.1064730137586593,14.150805305851575,0,10,0.502483606338501,11.110482215881348,1.2736445665359497,0.4604382216930389,2.8486673831939697,1.004967212677002,0.0,0.0,0.0,0.0,0.0,0.0,14.116962432861328,2
147157,0.2033635377883911,12.797369273934123,0,10,0.5746758580207825,11.563040733337402,1.1067477464675903,-0.6723600029945374,1.8059203624725344,1.149351716041565,0.0,0.0,0.0,0.0,0.0,0.0,13.242476463317873,-2
45787,0.1570523083209991,9.897149962082151,15,10,0.4262742698192596,10.705121994018556,0.92452472448349,0.9587907195091248,3.030360698699951,0.8525485396385193,0.0,0.0,0.0,0.0,0.0,0.0,8.651148796081543,2
188607,-0.1958342343568802,14.265787468404485,0,10,0.6288572549819946,11.867527961730955,1.2020858526229858,0.5972152948379517,-3.011735677719116,1.263198971748352,0.0,0.0,0.0,0.0,0.0,0.0,14.003340721130373,2
36816,-0.0349255017936229,14.693958206287787,0,10,0.5931470394134521,12.556788444519045,1.1702003479003906,-0.4592427611351013,-3.084338665008545,1.4568811655044556,0.0,0.0,0.0,0.0,0.0,0.0,13.588558197021484,-2
196416,-0.1192320212721824,10.100970800924358,0,6,0.5300266742706299,10.69699764251709,0.9442809224128724,1.0625977516174316,2.3194947242736816,1.0600533485412598,0.0,0.0,0.0,0.0,0.0,0.0,9.417591094970703,2
94618,-0.1337930560111999,16.837850268748184,0,10,0.5954535007476807,13.411293983459473,1.2554978132247925,0.1331723034381866,-2.2485153675079346,1.3823330402374268,0.0,0.0,0.0,0.0,0.0,0.0,15.501228332519531,0
195038,0.0683897510170936,22.33684114968992,0,18,0.4011041224002838,15.591474533081056,1.4326317310333252,0.0462125688791275,3.0194802284240723,0.8022082448005676,1.0,0.0,0.0,0.0,0.0,0.0,22.49642372131348,0
187024,0.1708682626485824,13.467475206222844,0,14,0.6382548213005066,21.18845558166504,0.6356043815612793,1.207942247390747,-2.5981907844543457,1.3604981899261477,0.0,0.0,0.0,0.0,0.0,0.0,14.396897315979004,6
84695,-0.1678472757339477,15.185656142789412,0,10,0.6196879148483276,16.486717224121094,0.9210842847824096,0.945846676826477,-2.449141263961792,1.6302167177200315,1.0,0.0,0.0,0.0,0.0,0.0,15.713088989257812,4
17828,-0.0124594327062368,17.80028059555866,0,10,0.5883344411849976,15.208388328552246,1.1704251766204834,-0.4265682697296142,2.1891796588897705,1.38298237323761,0.0,0.0,0.0,0.0,0.0,1.0,16.752370834350586,-2
8971,-0.2194571048021316,8.94994575858459,9,6,0.319937527179718,12.045816421508787,0.7429920434951782,1.0551282167434692,-2.458279609680176,0.639875054359436,0.0,0.0,0.0,0.0,0.0,1.0,8.014861106872559,4
6487,0.0597207359969615,10.688482235023002,0,10,0.2707277834415436,18.546348571777344,0.5763119459152222,1.2314212322235107,2.0695464611053467,0.5414555668830872,0.0,0.0,0.0,0.0,0.0,1.0,10.627495765686035,4
174414,0.2221331149339676,3.999201764187319,3,2,0.0767893493175506,3.974139213562012,1.0063064098358154,0.873501718044281,1.9199740886688232,0.1535786986351013,0.0,0.0,0.0,0.0,0.0,1.0,3.4272053241729736,0
85063,-0.1043615192174911,11.22161686747762,15,10,0.3263310194015503,13.2166109085083,0.8490540385246277,-1.0561397075653076,-2.3989877700805664,0.6526620388031006,0.0,0.0,0.0,0.0,0.0,0.0,12.169984817504885,-2
213854,-0.0099438978359103,14.554109952257932,0,10,0.5873016119003296,12.659507751464844,1.149658441543579,0.4733765125274658,2.196176290512085,1.3689007759094238,0.0,0.0,0.0,0.0,0.0,1.0,12.88874053955078,2
6677,-0.1874698847532272,19.22667324289023,0,14,0.4916041791439056,16.28468894958496,1.180659532546997,0.4978718161582947,-3.0328927040100098,0.9832083582878112,1.0,0.0,0.0,0.0,0.0,0.0,19.2445011138916,2
112532,0.0511220656335353,7.730769274613749,9,6,0.2957354784011841,5.752561092376709,1.343883037567139,0.2869952321052551,1.478556752204895,0.5914709568023682,0.0,0.0,0.0,0.0,0.0,0.0,8.0616455078125,0
196965,-0.1942736357450485,7.794139770775473,0,14,0.566133439540863,21.84849548339844,0.3567357659339905,-1.6374337673187256,-1.5077394247055054,1.132266879081726,0.0,0.0,0.0,0.0,0.0,0.0,7.444836616516113,-6
14457,0.24775131046772,7.701464548235037,9,6,0.4094388484954834,10.152983665466309,0.758542001247406,1.4534441232681274,2.1811282634735107,0.8188776969909668,0.0,0.0,0.0,0.0,0.0,1.0,7.776711463928223,2
191573,0.2142394781112671,14.191231128595971,0,10,0.3931026458740234,10.790507316589355,1.3151588439941406,0.4591979682445526,-3.051567316055298,0.7862052917480469,0.0,0.0,0.0,0.0,0.0,1.0,11.352017402648926,0
220986,0.1267593055963516,17.02702725293716,0,10,0.5099653601646423,15.971151351928713,1.066111445426941,0.7084878087043762,2.787105083465576,1.019930720329285,0.0,0.0,0.0,0.0,0.0,0.0,17.394380569458008,4
213889,0.1554471403360366,18.43979163873701,0,14,0.639542281627655,14.576278686523438,1.2650548219680786,0.5208427309989929,2.492497444152832,1.3987642526626587,1.0,0.0,0.0,0.0,0.0,0.0,17.903152465820312,2
183207,0.1163770258426666,23.775436820016694,0,14,0.2809963524341583,18.037181854248047,1.3181347846984863,-0.4192161560058594,2.7575364112854004,0.5619927048683167,1.0,0.0,0.0,0.0,0.0,0.0,23.57738494873047,-2
132884,0.2253185957670211,17.04197095639813,0,18,0.402020514011383,23.68494987487793,0.7195274233818054,1.061140537261963,3.0278639793396,0.8040410280227661,1.0,0.0,0.0,0.0,0.0,0.0,19.62801551818848,6
165480,-0.015407420694828,14.826315835986977,0,10,0.2756642401218414,12.5947847366333,1.177178978919983,-0.4180277287960052,2.05902099609375,0.5513284802436829,0.0,0.0,0.0,0.0,0.0,1.0,15.862408638000488,-2
208547,-0.1201090961694717,11.111681619769117,9,6,0.3932149112224579,9.579450607299805,1.159949779510498,-0.4416261613368988,-3.035065174102783,0.7864298224449158,0.0,0.0,0.0,0.0,0.0,1.0,10.183265686035156,-2
117550,-0.1369424015283584,5.672265904963524,21,14,0.140664130449295,18.92853355407715,0.299667477607727,-1.452243089675903,2.003135204315185,0.2813282608985901,0.0,0.0,0.0,0.0,0.0,0.0,5.860539436340332,-6
17560,0.1426153033971786,15.247206436026318,0,14,0.284217357635498,10.746201515197754,1.4188461303710938,0.3927890360355377,2.594761610031128,0.5684347152709961,0.0,0.0,0.0,0.0,0.0,0.0,13.650921821594238,0
2805,-0.2115106433629989,7.897417323294235,9,6,0.3818367719650268,7.220156669616699,1.0938013792037964,-0.8213247060775757,1.6556330919265747,0.7636735439300537,0.0,0.0,0.0,0.0,0.0,0.0,7.798300266265869,-2
33642,0.0334175340831279,19.59418417233337,0,14,0.3555119037628174,18.05307388305664,1.0853655338287354,1.0604243278503418,2.6306352615356445,0.7110238075256348,1.0,0.0,0.0,0.0,0.0,0.0,17.3581485748291,4
9848,-0.2125203311443328,8.106231629683748,9,6,0.3685542047023773,7.665894985198975,1.057440996170044,-1.0109626054763794,1.7399606704711914,0.7371084094047546,0.0,0.0,0.0,0.0,0.0,0.0,8.39210319519043,-2
134578,0.2115106433629989,7.897417323294235,9,6,0.3818367719650268,7.220156669616699,1.0938013792037964,0.8213247060775757,-1.6556330919265747,0.7636735439300537,0.0,0.0,0.0,0.0,0.0,0.0,7.798300266265869,2
142312,0.0583878606557846,12.15380899654366,9,6,0.5265942215919495,7.257998943328857,1.6745399236679075,0.5937780737876892,-1.6651880741119385,1.053188443183899,0.0,0.0,0.0,0.0,0.0,0.0,10.754633903503418,0
102030,-0.0977858453989029,14.759018683048453,0,10,0.5024386644363403,16.399093627929688,0.899989902973175,0.8794078230857849,-2.8682162761688232,1.0048773288726809,0.0,0.0,0.0,0.0,0.0,0.0,14.013139724731444,4
51716,0.1598623842000961,12.11457497823551,0,14,0.5033735036849976,9.616877555847168,1.2597202062606812,0.1452440917491912,2.365030527114868,1.0067470073699951,0.0,0.0,0.0,0.0,0.0,0.0,13.742183685302734,0
203650,0.2443252056837082,14.840779398005225,0,0,0.2957306504249573,11.726037979125977,1.265626072883606,0.2067221254110336,1.246903657913208,0.5914613008499146,1.0,0.0,0.0,0.0,0.0,0.0,17.446252822875977,0
133252,0.0428877733647823,20.829636320573627,0,10,0.4570497274398803,13.032058715820312,1.5983381271362305,0.0865444764494896,2.790168523788452,0.9140994548797609,1.0,0.0,0.0,0.0,0.0,0.0,18.06632804870605,0
149620,0.1900710761547088,26.795259419833656,0,14,0.6999004483222961,18.394227981567383,1.4567210674285889,0.4230868220329284,-2.4554476737976074,1.9012293815612795,1.0,0.0,0.0,0.0,0.0,0.0,26.62311172485352,2
178306,0.1927292793989181,16.39670049041922,0,14,0.5534183979034424,14.091835975646973,1.1635602712631226,-0.5025524497032166,2.874345541000366,1.1068367958068848,0.0,0.0,0.0,0.0,0.0,0.0,17.1027774810791,-2
63809,-0.1791874915361404,9.199593452809154,9,6,0.1855008155107498,7.86531925201416,1.1696401834487915,-0.6428621411323547,-1.930252313613892,0.3710016310214996,0.0,0.0,0.0,0.0,0.0,1.0,8.422266960144043,0
141037,0.1559770107269287,3.990904189482535,3,2,0.1653177589178085,3.927886962890625,1.0160435438156128,0.7236613631248474,2.745164155960083,0.330635517835617,0.0,0.0,0.0,0.0,0.0,1.0,3.1639633178710938,0
35277,0.147282212972641,12.517683298962083,0,10,0.6666333675384521,15.27979850769043,0.8192309141159058,-1.1772384643554688,-0.7254747152328491,1.661224365234375,0.0,0.0,0.0,0.0,0.0,0.0,11.197141647338867,-4
173047,-0.1416999101638794,17.101392212779388,0,10,0.304564356803894,13.981425285339355,1.2231508493423462,0.8080952167510986,-2.616096973419189,0.6091287136077881,0.0,0.0,0.0,0.0,0.0,0.0,15.66052532196045,2
64329,0.0426004789769649,17.59676967394296,15,10,0.5881667733192444,14.998963356018066,1.1731990575790403,0.4177025258541107,3.038060188293457,1.4007405042648315,0.0,0.0,0.0,0.0,0.0,1.0,16.479948043823242,2
222013,-0.2125203311443328,8.106231629683748,9,6,0.3685542047023773,7.665894985198975,1.057440996170044,-1.0109626054763794,1.7399606704711914,0.7371084094047546,0.0,0.0,0.0,0.0,0.0,0.0,8.39210319519043,-2
124174,0.0178664736449718,21.604644232089413,0,14,0.3987652957439422,19.48936080932617,1.1085352897644043,0.6814079880714417,3.0944080352783203,0.7975305914878845,0.0,0.0,0.0,0.0,0.0,1.0,21.313138961791992,4
232079,0.0155987059697508,10.370077101088384,27,18,0.5688794255256653,23.564043045043945,0.4400805532932281,-1.3390607833862305,1.7337297201156616,1.1377588510513306,0.0,0.0,0.0,0.0,0.0,0.0,12.281317710876465,-8
154769,-0.2310969084501266,14.06426529017324,0,18,0.345067024230957,18.54314613342285,0.7584616541862488,1.0704834461212158,2.1808009147644043,0.6901340484619141,1.0,0.0,0.0,0.0,0.0,0.0,18.08412742614746,4
120178,0.0486581474542617,15.38067915890906,0,10,0.2798367440700531,10.633230209350586,1.4464728832244873,-0.627118706703186,2.731994867324829,0.5596734881401062,0.0,0.0,0.0,0.0,0.0,0.0,13.731175422668455,-2
125339,0.2087474763393402,15.746728474313729,0,14,0.610552191734314,13.041396141052246,1.2074419260025024,0.4774084985256195,-2.3478970527648926,1.3301358222961426,1.0,0.0,0.0,0.0,0.0,0.0,21.4653434753418,2
196538,0.1166958436369896,11.213791124717432,0,6,0.2524828612804413,8.854155540466309,1.2665003538131714,-0.1247187927365303,-2.648811817169189,0.5049657225608826,0.0,0.0,0.0,0.0,0.0,1.0,11.522431373596191,0
226061,-0.2007775455713272,11.36720939086399,0,6,0.6019130945205688,8.925044059753418,1.2736306190490725,0.1037008315324783,3.0879180431365967,1.550413727760315,0.0,0.0,0.0,0.0,0.0,0.0,10.687174797058104,0
230513,-0.2371393591165542,14.029146833216544,0,10,0.5006806254386902,15.236401557922363,0.9207651019096376,-0.9122557640075684,-2.8623709678649902,1.0013612508773804,0.0,0.0,0.0,0.0,0.0,0.0,14.011643409729004,-4
95511,0.1916497200727462,16.05243338811431,0,10,0.6572413444519043,12.05086612701416,1.3320564031600952,-0.4659008979797363,-1.3486948013305664,1.674982666969299,0.0,0.0,0.0,0.0,0.0,0.0,17.507129669189453,-2
59445,-0.1756237000226974,9.781088237447308,15,10,0.3120851516723633,6.455533027648926,1.515148043632507,0.3243492543697357,2.067497968673706,0.6241703033447266,0.0,0.0,0.0,0.0,0.0,1.0,7.936474323272705,0
44446,0.1346089094877243,14.047611322240982,15,10,0.594476580619812,13.263029098510742,1.0591555833816528,-0.6829138398170471,2.252293348312378,1.3155081272125244,0.0,0.0,1.0,0.0,0.0,0.0,11.686312675476074,-2
27036,-0.1283225268125534,11.8743818236253,13,10,0.5277553796768188,8.458598136901855,1.4038238525390625,-0.1629298627376556,1.1019537448883057,1.0555107593536377,0.0,0.0,0.0,0.0,0.0,0.0,12.75112533569336,0
217509,0.1095828339457511,14.07706321339515,21,14,0.3778766691684723,26.099721908569336,0.5393568277359009,1.3993717432022097,3.036895990371704,0.7557533383369446,0.0,0.0,0.0,0.0,0.0,0.0,12.520092964172363,6
64464,0.1463739275932312,20.25284850492608,0,14,0.6035289168357849,16.784469604492188,1.2066421508789062,-0.4321150183677673,2.245670795440674,1.3981897830963137,1.0,0.0,0.0,0.0,0.0,0.0,21.98342704772949,-2
180360,-0.0191045254468917,19.48062362386565,0,0,0.5061433911323547,20.639982223510746,0.9438294768333436,-1.0409069061279297,-2.853198528289795,1.0122867822647097,1.0,0.0,0.0,0.0,0.0,0.0,20.877418518066406,-6
18283,0.1162782087922096,11.097924257971613,9,6,0.349337100982666,7.530640602111816,1.4737025499343872,0.2848415970802307,2.8278520107269287,0.698674201965332,0.0,0.0,0.0,0.0,0.0,0.0,9.614456176757812,0
79923,-0.1906431913375854,13.342045699271011,15,10,0.4364166855812073,17.33719253540039,0.7695620656013489,-1.0375492572784424,2.916246175765991,0.8728333711624146,0.0,0.0,0.0,0.0,0.0,1.0,11.875779151916504,-4
155483,0.122682087123394,12.734674080434615,9,6,0.4858579039573669,10.089641571044922,1.2621532678604126,-0.3335103392601013,-2.464996576309204,0.971715807914734,0.0,0.0,0.0,0.0,0.0,0.0,13.221837997436523,0
148682,0.2285331785678863,14.180247884250209,0,10,0.5119993090629578,11.730521202087402,1.2088335752487185,0.4033208191394806,-2.7610669136047363,1.0239986181259155,0.0,0.0,0.0,0.0,0.0,1.0,13.35316276550293,2
219355,0.147282212972641,12.517683298962083,0,10,0.6666333675384521,15.27979850769043,0.8192309141159058,-1.1772384643554688,-0.7254747152328491,1.661224365234375,0.0,0.0,0.0,0.0,0.0,0.0,11.197141647338867,-4
17002,-0.2266410291194915,10.296247248889811,15,10,0.4417819678783417,6.145383834838867,1.6754441261291504,-1.1833486557006836,-3.0373077392578125,0.8835639357566833,1.0,0.0,0.0,0.0,0.0,0.0,7.374343872070312,0
174495,0.0824070870876312,14.815317907907684,0,14,0.4462677538394928,14.150727272033691,1.0469651222229004,-0.8376035690307617,-2.383082151412964,0.8925355076789856,0.0,0.0,0.0,0.0,0.0,0.0,13.894561767578123,-2
31487,-0.1866291314363479,18.7380931213678,0,18,0.676952064037323,12.148310661315918,1.542444348335266,-0.2847334146499634,-1.1899043321609497,1.353904128074646,1.0,0.0,0.0,0.0,0.0,0.0,18.96386337280273,0
34982,-0.0056577348150312,13.673301326201909,15,10,0.5287174582481384,20.64276123046875,0.6623775362968445,1.1361446380615234,-2.788235902786255,1.0574349164962769,0.0,0.0,0.0,0.0,0.0,1.0,12.473077774047852,6
224235,0.0,12.112296760057347,0,6,0.5330796241760254,9.60302448272705,1.2613002061843872,0.0,-2.901087760925293,1.0661592483520508,0.0,0.0,1.0,0.0,0.0,0.0,10.965810775756836,0
158468,-0.2209760695695877,13.972090935246342,0,10,0.6630699038505554,9.84518814086914,1.4191796779632568,-0.133810207247734,-1.4472479820251465,1.5486056804656982,1.0,0.0,0.0,0.0,0.0,0.0,15.909390449523926,0
152985,0.1736405193805694,10.58835351883954,0,10,0.2319471091032028,16.172157287597656,0.6547273397445679,1.2143138647079468,2.4530086517333984,0.4638942182064056,0.0,0.0,0.0,0.0,0.0,1.0,10.856438636779783,4
83856,-0.2032289952039718,23.20823198769267,0,14,0.3996362090110779,20.27783966064453,1.1445120573043823,-0.585573136806488,3.0965576171875,0.7992724180221558,0.0,0.0,0.0,0.0,0.0,0.0,24.30310440063477,-2
152559,-0.1307688355445861,16.44202238350465,0,10,0.3200757503509521,13.357359886169434,1.2309335470199585,0.2976123988628387,2.162770271301269,0.6401515007019043,0.0,0.0,0.0,0.0,0.0,1.0,16.368976593017578,0
192274,0.1549716740846634,10.076247766064968,0,6,0.3813291192054748,7.756289482116699,1.2991067171096802,-0.6456030607223511,1.9981868267059328,0.7626582384109497,0.0,0.0,0.0,0.0,0.0,0.0,9.903515815734863,-2
89663,-0.1431261897087097,16.075901574577642,0,10,0.297537237405777,14.89011287689209,1.0796359777450562,-0.631723940372467,-2.8123369216918945,0.595074474811554,0.0,0.0,0.0,0.0,0.0,1.0,17.249908447265625,-2
117930,-0.2063528001308441,13.03024126526634,15,10,0.2347490787506103,16.016891479492188,0.813531219959259,1.3330740928649902,2.552583932876587,0.4694981575012207,0.0,0.0,0.0,0.0,0.0,1.0,10.12933349609375,4
86654,-0.1651207059621811,23.534140983773568,0,18,0.4353752136230469,16.472349166870117,1.428705811500549,0.3874806761741638,-3.1403696537017822,0.8707504272460938,1.0,0.0,0.0,0.0,0.0,0.0,24.90678977966309,0
25369,0.2440487444400787,16.145858558081272,0,10,0.6029451489448547,13.929584503173828,1.1591055393218994,0.543719470500946,-2.296607732772827,1.3306463956832886,0.0,0.0,0.0,0.0,0.0,1.0,15.650362968444824,2
106915,-0.0593002326786518,16.224014777878324,0,14,0.4120453596115112,15.79703426361084,1.0270291566848757,0.710957407951355,2.446615219116211,0.8240907192230225,0.0,0.0,0.0,0.0,0.0,1.0,16.760005950927734,2
201602,-0.0770006775856018,21.4373606284164,0,14,0.5273111462593079,16.850252151489258,1.2722278833389282,-0.4975068271160126,2.796254873275757,1.0546222925186155,1.0,0.0,0.0,0.0,0.0,0.0,21.46990776062012,-2
8885,0.1192320212721824,10.100970800924358,9,6,0.5300266742706299,10.69699764251709,0.9442809224128724,-1.0625977516174316,-2.3194947242736816,1.0600533485412598,0.0,0.0,0.0,0.0,0.0,0.0,9.417591094970703,-2
120957,-0.0384101495146751,19.51237525902991,0,18,0.346648633480072,28.70479393005371,0.6797601580619812,-1.2297040224075315,-2.512253999710083,0.693297266960144,1.0,0.0,0.0,0.0,0.0,0.0,21.232894897460938,-8
104654,-0.1816730946302414,10.70621535092306,9,6,0.2431175410747528,11.096264839172363,0.9648485779762268,-0.7876983284950256,-2.631150960922241,0.4862350821495056,0.0,0.0,0.0,0.0,0.0,1.0,10.639843940734863,-2
118903,-0.0671447440981864,16.754866373613595,21,14,0.5073976516723633,13.588126182556152,1.2330520153045654,-0.5867587327957153,3.110133409500122,1.0147953033447266,0.0,0.0,0.0,0.0,0.0,0.0,16.560619354248047,-2
227522,0.1513816714286804,14.355238328758333,15,10,0.654801607131958,13.42226791381836,1.0695091485977173,1.053095817565918,-2.9498538970947266,1.309603214263916,0.0,0.0,0.0,0.0,0.0,0.0,10.579021453857422,2
113092,-0.1662893593311309,11.167683374144872,9,6,0.4350069463253021,12.26015853881836,0.9108922481536864,-0.8409686088562012,-2.899588108062744,0.8700138926506042,0.0,0.0,0.0,0.0,0.0,1.0,10.057729721069336,-4
73778,0.0246366541832685,6.892701075341506,9,6,0.3599042892456054,6.435141086578369,1.07110333442688,-1.1647571325302124,-2.917266130447388,0.7198085784912109,0.0,0.0,0.0,0.0,0.0,0.0,6.751971244812012,-2
180100,-0.1870014667510986,14.145757392019505,0,10,0.4829690456390381,10.790152549743652,1.3109877109527588,-0.1489289104938507,-2.32641339302063,0.9659380912780762,0.0,0.0,0.0,0.0,0.0,0.0,12.80691146850586,0
197515,0.1816730946302414,10.70621535092306,9,6,0.2431175410747528,11.096264839172363,0.9648485779762268,0.7876983284950256,2.631150960922241,0.4862350821495056,0.0,0.0,0.0,0.0,0.0,1.0,10.639843940734863,2
31828,0.1338386833667755,15.517473780907494,0,10,0.3038208782672882,12.478249549865724,1.2435617446899414,1.008759379386902,2.666104316711426,0.6076417565345764,0.0,0.0,0.0,0.0,0.0,0.0,14.877352714538574,2
125998,0.1253413558006286,8.666279204005491,9,6,0.1165187433362007,6.573225975036621,1.3184210062026978,1.3111108541488647,1.528716206550598,0.2330374866724014,0.0,0.0,0.0,0.0,0.0,0.0,7.777474880218506,0
220925,-0.1057737097144126,17.28606136836015,0,10,0.5912518501281738,13.91399097442627,1.2423510551452637,0.1600202769041061,-3.1048099994659424,1.281957745552063,0.0,0.0,0.0,0.0,0.0,1.0,16.52577018737793,2
49277,-0.0506672076880931,15.114187694122052,0,10,0.6455477476119995,14.865830421447754,1.0167065858840942,-0.9370408654212952,2.548055648803711,1.4711146354675293,1.0,0.0,0.0,0.0,0.0,0.0,16.08774185180664,-4
152178,0.115216240286827,14.381594214085451,0,10,0.3616776168346405,11.667150497436523,1.232656955718994,0.6387448310852051,-2.8442702293396,0.723355233669281,1.0,0.0,0.0,0.0,0.0,0.0,15.18813419342041,2
